Ngram	Surprisal
keep up	19.8989083053
up with	15.4772265574
with what	15.8503633502
what is	15.5338183366
is going	14.7354569878
going on	17.2238923256
on and	15.1499391158
and now	13.7990952199
now he	18.1775875173
he is	14.3315395332
is on	14.7732724388
on the	11.1465918865
the production	13.5770640835
production line	22.0631671905
line and	20.0783117089
and falling	16.525837554
falling off	23.516824908
off the	16.3690356475
the production	13.5770640835
production line	22.0631671905
line and	20.0783117089
and almost	15.1898439314
almost being	24.6307989371
being swallowed	22.2595113748
swallowed up	24.7086663122
up by	16.2707696832
by the	12.0067458549
the machinery	15.4150998145
machinery .	23.3381741163
. But	9.66402020134
But the	15.6997213726
the larger	14.0546045761
larger man	27.9142873369
man his	22.4608098854
his larger	22.0431213587
larger co-worker	27.9142873369
co-worker has	34.1816234143
has grabbed	21.9969603497
grabbed his	24.7878632651
his leg	18.0621054818
leg trying	28.3113181317
trying to	17.4365250148
to save	14.1533336048
save him	23.2627752514
him but	18.5032670171
but again	18.392356101
again let	24.0060537126
let go	20.3059512125
go and	16.9082916739
and this	12.9171659155
this time	15.0757224776
time he	17.0438740285
he actually	18.016940723
actually has	22.5698131203
has gone	16.8622320037
gone into	20.6200986048
into the	14.0021324625
the machinery	15.4150998145
machinery and	23.6142832032
and we	12.4487479238
we can	14.8283393332
can see	15.9827747319
see him	17.5118160006
him now	18.6327656679
now going	19.9508524039
going through	18.7510425354
through with	19.6573943256
with the	11.7421194262
the wheels	15.498947787
wheels and	24.4761378279
and cogs	20.1596572309
cogs being	32.6617976606
being squashed	23.8689492873
squashed but	31.382601435
but miraculously	22.7743827357
miraculously surviving	31.4270531976
surviving .	25.7479594883
. And	9.91861258478
And we	17.5684581159
we now	17.4647719894
now see	19.9098210072
see him	17.5118160006
him within	20.9898389462
within the	16.4021252817
the machinery	15.4150998145
machinery trapped	29.0700660112
trapped among	29.4902755321
among the	18.1012791713
the cogs	18.8517715844
cogs within	32.6617976606
within the	16.4021252817
the machinery	15.4150998145
machinery and	23.6142832032
and they	12.2718587221
they have	14.5283392609
have now	16.5607437811
now reversed	23.5936879195
reversed the	25.1233749792
the machine	13.8278910635
machine which	22.9106169181
which is	13.7622161531
is now	13.8136152848
now making	20.9404459549
making him	21.1224193551
him go	18.8979748845
go back	17.1823982505
back the	17.9409387246
the way	11.2417029297
way he	18.0666982113
he came	16.0098873606
came and	19.5474482777
and he	11.9925890526
he is	14.3315395332
is now	13.8136152848
now being	18.3186391799
being and	20.3969828347
and back	15.0188294455
back onto	20.3115938315
onto the	20.139319258
the production	13.5770640835
production line	22.0631671905
line .	18.8416248967
. And	9.91861258478
And amazingly	24.1751083021
amazingly slightly	31.150799821
slightly worse	25.1614480943
worse for	22.6139903167
for wear	19.3182828512
wear but	26.0258723889
but all	17.1768871316
all in	16.60847589
in one	13.4594620028
one piece	18.656771677
piece .	21.6951393129
. And	9.91861258478
And he	16.9581541072
he is	14.3315395332
is now	13.8136152848
now so	19.3800799365
so confused	20.6645253419
confused that	26.5972673996
that he	12.5033222193
he has	14.5647021363
has started	18.4390182531
started using	23.4829493902
using his	21.2510799514
his his	20.2513618894
his spanners	23.9683507638
spanners to	31.8715481883
to twist	17.4484510464
twist the	26.2974157596
the noses	17.8103177095
noses of	27.3111138962
of his	11.1933049249
his co-workers	20.94450907
co-workers who	32.5580008669
who of	21.2479583295
of course	11.9256956891
course respond	26.0577479812
respond to	21.1618281651
to this	12.8645739182
this in	16.4740820634
in the	9.36353298464
the only	11.7210060963
only way	17.5260505652
way you	18.1246360484
you can	13.4628293656
can by	20.6281463117
by being	16.9705798733
being immensely	25.4577064557
immensely angry	30.3607762896
angry .	22.2622219868
. And	9.91861258478
And to	18.9638023125
to compound	18.3455104163
compound the	25.8123114218
the story	13.1383138442
story he	23.4289827623
he is	14.3315395332
is now	13.8136152848
now dancing	24.1045135433
dancing around	26.0178701056
around and	19.356721862
and now	13.7990952199
now sees	21.9450292939
sees the	22.0932507236
the Boss's	21.3159974902
Boss's secretary	36.8
secretary and	23.0565080952
and is	12.6569978193
is using	17.2154927073
using the	18.3110702124
the spanners	19.7272403217
spanners to	31.8715481883
to do	11.4332178274
do some	17.7803647555
some kind	17.3719473434
kind of	17.1031326562
of strange	17.0979193724
strange moose	28.1573114424
moose impression	33.1318012898
impression and	24.9667834878
and is	12.6569978193
is now	13.8136152848
now running	20.9546305899
running after	23.3932243274
after her	18.1776924721
her who	20.506193961
who is	15.7681261832
is and	16.3698622087
and she	12.4878969733
she is	15.9453645661
is understandably	20.1087841753
understandably running	30.819265866
running away	21.8622580304
away .	16.9706442256
. And	9.91861258478
And he	16.9581541072
he is	14.3315395332
is following	18.7094177326
following her	21.7895045507
her now	18.2129547304
now into	21.3744844355
into another	18.7172846041
another part	20.4571915401
part of	15.5879682853
of the	8.38603786038
the factory	14.3317962444
factory still	27.8382913181
still holding	20.6050391664
holding his	22.5365631902
his two	17.5625430503
two spanners	23.603585883
spanners now	32.949479733
now come	19.9199221032
come outside	23.4353677351
outside the	18.2019980394
the factory	14.3317962444
factory and	23.2533238394
and she	12.4878969733
she seems	19.4174577694
seems rather	22.5163447763
rather perturbed	26.2233462557
perturbed and	30.852400071
and he	11.9925890526
he is	14.3315395332
is now	13.8136152848
now using	21.2911028265
using the	18.3110702124
the spanners	19.7272403217
spanners on	32.949479733
on a	12.7055401863
a fire	15.3245516676
fire hydrant	26.0487488716
hydrant And	34.3357740942
And there	17.5339261323
there is	13.8842217918
is a	11.7921622691
a rather	14.6937314334
rather pompous	24.6345890873
pompous looking	31.315349208
looking woman	24.5673265017
woman now	23.5936755685
now walking	22.3699124879
walking along	22.6914952173
along who	24.7252135499
who sees	20.2752262868
sees him	24.8416121505
him and	16.2520627957
and obviously	16.1733221925
obviously wonders	27.7287861272
wonders what	26.5405418105
what he	15.6814277542
he is	14.3315395332
is doing	16.235392583
doing and	20.7108283047
and seems	16.8325678214
seems quite	22.4221575612
quite perturbed	26.281516238
perturbed by	28.4545047982
by him	16.8533043231
him as	16.8802774182
as he	13.8151234946
he walks	19.3433369425
walks towards	27.4558920297
towards her	19.7333143558
her so	18.0527859783
so she	17.2282366405
she runs	20.8525422947
runs away	24.4305781369
away as	19.8367437469
as well	13.2566027656
well .	16.0715271529
. And	9.91861258478
And he	16.9581541072
he starts	18.6443926442
starts chasing	28.5453043691
chasing her	28.0084820276
her for	17.0382801989
for reasons	16.8282871319
reasons that	22.0686478396
that pretty	19.3017776095
pretty remain	27.9493157388
remain between	25.5530306265
between him	19.9146715023
him and	16.2520627957
and himself	16.7584598493
himself and	19.4384095831
and chases	19.3329786577
chases her	30.6187852198
her around	19.8247428202
around the	16.8910152224
the corner	13.3413716139
corner .	21.0665364503
. And	9.91861258478
And the	16.4617704132
the woman	13.3039933582
woman understandably	26.8688316905
understandably calls	30.819265866
calls the	22.4048444272
the assistance	15.5714871314
assistance of	22.8137206021
of what	12.5875030693
what looks	20.0693460896
looks like	20.0601543453
like a	15.115606819
a police	15.2963551657
police officer	20.6351172402
officer who	22.4988480662
who immediately	20.9930660799
immediately takes	26.9768226855
takes up	21.7242626959
up the	14.7614026682
the chase	16.402204301
chase and	26.3372533125
and starts	16.9350833849
starts him	27.1796907519
him back	18.045399967
back the	17.9409387246
the way	11.2417029297
way he	18.0666982113
he came	16.0098873606
came .	19.4964305034
. So	10.6390140518
So the	18.327861318
the man	12.3499815385
man has	19.7099396871
has now	16.6528877227
now got	20.1279520167
got rid	19.7963081993
rid of	21.2942130841
of the	8.38603786038
the spanners	19.7272403217
spanners and	31.1784010078
and is	12.6569978193
is running	17.0743373896
running in	21.5404703454
in a	10.8696894514
a rather	14.6937314334
rather comic	25.5508798191
comic fashion	29.8941037107
fashion back	28.4648307029
back into	17.1187133542
into the	14.0021324625
the factory	14.3317962444
factory where	24.920520586
where he	16.6597656767
he takes	17.857512986
takes his	22.4019536182
his clocking	23.9683507638
clocking in	30.5010021842
in card	20.6533982282
card clocks	28.2631136584
clocks in	27.6965200982
in but	17.0745196693
but does	17.8273974687
does not	15.9263918801
not with	17.089885549
with the	11.7421194262
the others	13.134743883
others and	20.5203831171
and that	11.7526616318
that seems	16.8946015277
seems to	17.6983557609
to be	9.93973307416
be the	13.606551973
the end	11.1277300878
end of	15.9568135673
of the	8.38603786038
the film	13.5719576894
film .	20.8896097193
